codigoentidad,codigoconvocatoria,n_id_item,ruc_entidad,entidad,sector,entidad_departamento,entidad_distrito,entidad_provincia,fecha_convocatoria,modalidad,sistemacontratacion,tipoprocesoseleccion,proceso,descripcion_proceso,tipo_compra,moneda,monto_referencial_item,monto_referencial,n_item,descripcion_item,unidad_medida,cantidad,estadoitem,paquete,codigo_grupo,grupo,codigo_familia,familia,codigoclase,clase,codigocommodity,commodity,codigoitem,itemcubso,ultimo,codigoprocesoinicial,ueclasificacion,ubigeo,dominio,strata,tratamiento,medicamentos,insumos,suministros,año,fecha_convocatoria2,mes,tiempo,montoadj,fecha_consentimiento_bp,estadofin,codigosiaf,exito,categoria,version_cronograma,etapainicio,etapafin,fecha_inicial,fecha_final,tiempo_adj,fecha_consentimientobp,tiempo_consent,exito_consent,año_req,mes_req,dia_req,filtro_fechas,tipo_filtro,mes_req2,dia_req2,año_req2,fecha_req,inicio_estudiomdo,fin_estudiomdo,fecha_req2,tiempo_req_convoc,tiempo_req_convoc2,tiempo_estudiomdo,num21,antiguedad1,antiguedad2,postores,numlogis,ordimodal,ordireg,ordiclasif,lima,ratioar,precio,ln_precio,mes_convoc,mes_consent,mes_inicio,mes_fin,mes_adj,semana_req
010198,702911,2119472,20131368403,INSTITUTO NACIONAL DE SALUD DEL NIÑO,SALUD,LIMA,BREÑA,LIMA,07/04/21,Sin Modalidad,Precios unitarios,Adjudicación Simplificada,AS-SM-14-2021-INSN-1,"ADQUISICIÓN DE TELA NO TEJIDA DE LAS MEDIDAS DE: 120CM X 120CM Y 90CM X 90CM, PARA CENTRAL DE ESTERILIZACIÓN DEL INSTITUTO NACIONAL DE SALUD DEL NIÑO",Por la Entidad,Soles,60480,60480,2,TELA NO TEJIDA 90CM X 90CM,Unidad,48000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",29,Productos quirúrgicos,55,"Implantes, expansores, extensores, alambres quirúrgicos y productos relacionados",13,Productos quirúrgicos de barrera de tejido o de malla,00314114,TELA NO TEJIDA PARA ESTERILIZACION 90 cm X 90 cm X 125 PLIEGOS,ULTIMO,650709,instituto,150105,lima met,10,1,,1,1,2021,22377,04,2021_04,42720,04/05/21,1,126,1,insumos,6,Convocatoria,Otorgamiento de la Buena Pro,22377,22396,19,22404,27,1,2021,2,4,,,2,4,2021,22315,22316,22340,22315,62,62,24,3,5.3076925,8,6,13,1,15,instituto,1,.70634919,.88999999,-.11653382,4,5,2,3,4,5
010010,702933,2119475,20284684827,GOBIERNO REGIONAL DE LIMA - HOSPITAL CHANCAY Y SERVICIOS BASICOS DE SALUD,GOBIERNO REGIONAL,LIMA,CHANCAY,HUARAL,23/08/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-2-2021-HCH-SBS-1,ADQUISICION DE MAMELUCOS DESCARTABLES,Por la Entidad,Soles,0,0,1,MAMELUCOS DESCARTABLES -  TALLAS: L - XL,Unidad,5000,Convocado,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,16,Ropa y artículos relacionados para personal médico,07,Chaquetas o batas para personal médico,00044565,MAMELUCO DESCARTABLE TALLA L,ULTIMO,650710,hospital,150605,costa ce,2,0,,1,1,2021,22515,08,2021_08,,,,1290,0,insumos,7,Convocatoria,Otorgamiento de la Buena Pro,22515,22551,,,,0,2021,6,7,,,6,7,2021,22438,22439,22440,22438,77,77,1,1,1,1,,1,1,15,hospital,1,,,,8,,6,6,9,23
010202,702949,2119588,20380486351,GOBIERNO REGIONAL DEL CALLAO - HOSPITAL DE APOYO SAN JOSE,GOBIERNO REGIONAL,CALLAO,CARMEN DE LA LEGUA REYNOSO,CALLAO,19/03/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-12-2020-GRC/UL-HSJ-2,ADQUISICION DE MASCARILLA DESCARTABLE 3 PLIEGUES - DESIERTO DE LA AS 12-2020-GRC/UL-SHJ,Por la Entidad,Soles,89760,89760,1,ADQUISICION DE MASCARILLA DESCARTABLE 3 PLIEGUES,Unidad,224400,Cancelado,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,17,Textiles quirúrgicos,13,Aislamiento quirúrgico o mascarillas quirúrgicas,00046301,MASCARILLA DESCARTABLE QUIRURGICA 3 PLIEGUES,ULTIMO,623033,hospital,070103,lima met,9,1,,1,1,2021,22358,03,2021_03,,,,1318,0,insumos,5,Convocatoria,Otorgamiento de la Buena Pro,22358,22384,,,,0,2021,1,21,,,1,21,2021,22301,22312,22316,22301,57,57,4,0,6.1999998,8,,5,1,7,hospital,0,,,,3,,2,2,4,3
200551,703004,2119700,20552196725,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,SALUD,LIMA,SAN BORJA,LIMA,07/04/21,Subasta Inversa Electrónica,Suma alzada,Subasta Inversa Electrónica,SIE-SIE-5-2021-INSNSB-1,ADQUISICIÓN DEL REQUERIMIENTO BIANUAL DEL PRODUCTO FARMACÉUTICO DEFERASIROX 500MG TABLETA - SUAIEP TPH,Por la Entidad,Soles,1944000,1944000,1,PRODUCTO FARMAC¿UTICO DEFERASIROX 500MG TABLETA,Unidad,36000,Contratado,NO,51,Medicamentos y productos farmacéuticos,17,Medicamentos que actúan en el sistema gastrointestinal,23,Antídotos y eméticos,20,Deferasirox,00365266,DEFERASIROX 500 mg TAB,ULTIMO,650795,instituto,150130,lima met,10,1,1,,1,2021,22377,04,2021_04,1080000,10/05/21,1,1512,1,medicamentos,3,Convocatoria,Otorgamiento de la Buena Pro,22377,22397,20,22410,33,1,2021,3,3,,,3,3,2021,22342,22350,22361,22342,35,35,11,5,5.0454545,9,3,22,8,15,instituto,1,.55555558,30,3.4011974,4,5,3,3,4,9
010194,703032,2119841,20514964778,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,SALUD,LIMA,SURQUILLO,LIMA,07/04/21,Sin Modalidad,Precios unitarios,Adjudicación Simplificada,AS-SM-3-2021-INEN-1,ADQUISICION DE MASCARILLA DESCARTABLE 3 PLIEGUES Y MASCARILLA DESCARTABLES PARA USO QUIRURGICO,Por la Entidad,Soles,183040,183040,1,MASCARILLA DESCARTABLE QUIRURGICA 3 PLIEGUES,Unidad,457600,Retrotraído por resolución,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,17,Textiles quirúrgicos,13,Aislamiento quirúrgico o mascarillas quirúrgicas,00046301,MASCARILLA DESCARTABLE QUIRURGICA 3 PLIEGUES,NO ULTIMO,650852,instituto,150141,lima met,10,1,,1,1,2021,22377,04,2021_04,,,,1235,0,insumos,9,Convocatoria,Otorgamiento de la Buena Pro,22377,22406,,,,0,,,,1,Múltiples fechas de requerimiento,1,22,2021,,22148,22306,22302,,75,158,0,6.6428571,8,,14,1,15,instituto,1,,,,4,,8,1,5,
010194,703032,2119842,20514964778,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,SALUD,LIMA,SURQUILLO,LIMA,07/04/21,Sin Modalidad,Precios unitarios,Adjudicación Simplificada,AS-SM-3-2021-INEN-1,ADQUISICION DE MASCARILLA DESCARTABLE 3 PLIEGUES Y MASCARILLA DESCARTABLES PARA USO QUIRURGICO,Por la Entidad,Soles,147840,147840,2,MASCARILLA DESCARTABLE PARA USO QUIRURGICO,Unidad,246400,Retrotraído por resolución,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,17,Textiles quirúrgicos,13,Aislamiento quirúrgico o mascarillas quirúrgicas,00046301,MASCARILLA DESCARTABLE QUIRURGICA 3 PLIEGUES,NO ULTIMO,650852,instituto,150141,lima met,10,1,,1,1,2021,22377,04,2021_04,,,,1235,0,insumos,9,Convocatoria,Otorgamiento de la Buena Pro,22377,22406,,,,0,,,,1,Múltiples fechas de requerimiento,1,22,2021,,22148,22306,22302,,75,158,0,6.6428571,8,,14,1,15,instituto,1,,,,4,,8,1,5,
202685,703035,2119763,20600985206,GOBIERNO REGIONAL HUANCAVELICA UNIDAD EJECUTORA 406 RED DE SALUD HUANCAVELICA,GOBIERNO REGIONAL,HUANCAVELICA,ASCENSION,HUANCAVELICA,08/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-1-2021-RS-HVCA/OEC-1,ADQUISICIÓN DE VESTUARIO DE PROTECCIÓN PARA EL PERSONAL ASISTENCIAL Y ADMINISTRATIVO DE LA UNIDAD EJECUTORA 406 RED DE SALUD HUANCAVELICA,Por la Entidad,Soles,119000,119000,1,ADQUISICIÓN DE VESTUARIO DE PROTECCIÓN PARA EL PERSONAL ASISTENCIAL Y ADMINISTRATIVO DE LA UNIDAD EJECUTORA 406 RED DE SALUD HUANCAVELICA,Unidad,1600,Contratado,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,16,Ropa y artículos relacionados para personal médico,08,Uniformes para el personal médico,00367431,UNIFORME DE FAENA PARA PERSONAL ASISTENCIAL DAMA,ULTIMO,650812,,,,,,,1,1,2021,22378,04,2021_04,118480,28/04/21,1,1648,1,insumos,4,Convocatoria,Otorgamiento de la Buena Pro,22378,22391,13,22398,20,1,2021,3,1,,,3,1,2021,22340,22363,22363,22340,38,38,0,1,2.8,5,2,5,1,9,,0,.99563026,74.050003,4.3047404,4,4,3,3,4,9
200551,703097,2119998,20552196725,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,SALUD,LIMA,SAN BORJA,LIMA,07/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-8-2021-INSN-SB-1,ADQUISICIÓN DE DURAMADRE BIOLÓGICA ADHESIVA 7.5 CM X 7.5CM PARA LA SUB UNIDAD DE ATENCIÓN INTEGRAL ESPECIALIZADA DE PACIENTE NEUROCIRUGÍA,Por la Entidad,Soles,106650,106650,1,DURAMADRE BIOLÓGICA ADHESIVA 7.5 CM X 7.5CM,Unidad,60,Contratado,NO,42,"Equipos, accesorios y suministros médicos",29,Productos quirúrgicos,55,"Implantes, expansores, extensores, alambres quirúrgicos y productos relacionados",15,Implantes de tejido sintético,00298940,SUSTITUTO DE DURAMADRE DE COLAGENO DE 7.5 cm X 7.5 cm,ULTIMO,650909,instituto,150130,lima met,10,1,,1,1,2021,22377,04,2021_04,93000,26/04/21,1,1512,1,insumos,5,Convocatoria,Otorgamiento de la Buena Pro,22377,22393,16,22396,19,1,2021,2,22,,,2,22,2021,22333,22334,22362,22333,44,44,28,5,5.0454545,9,1,22,1,15,instituto,1,.87201124,1550,7.3460102,4,4,2,3,4,8
203766,703113,2120026,20602251641,DIRECCION DE REDES INTEGRADAS DE SALUD LIMA SUR,SALUD,LIMA,BARRANCO,LIMA,07/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-2-2021-DIRIS LS-1,ADQUISICION DE TERMOHIGROMETRO DIGITAL CALIBRADO,Por la Entidad,Soles,89640,89640,1,TERMOHIGROMETRO DIGITAL CALIBRADO,Unidad,360,Desierto,NO,41,"Equipo de laboratorio, medición, observación y comprobación",11,"Instrumentos de experimentación, medición y observación",23,Instrumentos de medición de humedad,01,Higrómetros,00364511,TERMOHIGROMETRO DIGITAL DE 0 C A 60 C RANGO DE HUMEDAD DE 10% A 95% PARA USO DE LABORATORIO,NO ULTIMO,650898,GR - red,150104,lima met,8,1,,1,1,2021,22377,04,2021_04,,,,1685,0,insumos,7,Convocatoria,Otorgamiento de la Buena Pro,22377,22412,,,,0,2021,1,12,,,1,12,2021,22292,22335,22340,22292,85,85,5,3,3.7777777,9,,9,1,15,GR - red,1,,,,4,,2,3,5,2
203086,703116,2120027,20601224624,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR,SALUD,LIMA,VILLA EL SALVADOR,LIMA,07/04/21,Subasta Inversa Electrónica,Suma alzada,Subasta Inversa Electrónica,SIE-SIE-1-2021-HEVES-MINSA-1,REQUERIMIENTO INSTITUCIONAL ANUAL DE PRODUCTO FARMACÉUTICO CON FICHA TÉCNICA APROBADA - FENTANILO 10mL 50ug/mL INY,Por la Entidad,Soles,1721700,1721700,1,FENTANILO 10 mL 50 ug/mL INY,Unidad,90000,Contratado,NO,51,Medicamentos y productos farmacéuticos,14,Medicamentos para el sistema nervioso central,22,Analgésicos narcóticos,19,Fentanil,00058702,FENTANILO 50 mcg/mL INY 10 mL,ULTIMO,650901,hospital,150142,lima met,9,0,1,,1,2021,22377,04,2021_04,1608300,12/05/21,1,1670,1,medicamentos,6,Convocatoria,Otorgamiento de la Buena Pro,22377,22399,22,22412,35,1,2020,2,3,,,2,3,2020,21948,22316,22337,21948,429,429,21,5,3.8181818,8,5,22,8,15,hospital,1,.93413484,17.870001,2.8831234,4,5,2,2,4,5
200262,703135,2120019,20525832334,GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO I SANTA ROSA PIURA,GOBIERNO REGIONAL,PIURA,VEINTISEIS DE OCTUBRE,PIURA,07/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-6-2021-HAPCSR II-2.-1,"ADQUISICIÓN DE UN ECÓGRAFO PARA MEJORAR LA CAPACIDAD DE RESPUESTA ANTE LA PANDEMIA DE LA COVID-19, DE LA UNIDAD DE CUIDADOS INTENSIVOS DEL HOSPITAL DE LA AMISTAD HOSPITAL DE LA AMISTAD PERÚ COREA SANTA ROSA II-2.",Por la Entidad,Soles,172000,172000,1,"ADQUISICIÓN DE UN ECÓGRAFO PARA MEJORAR LA CAPACIDAD DE RESPUESTA ANTE LA PANDEMIA DE LA COVID-19, DE LA UNIDAD DE CUIDADOS INTENSIVOS DEL HOSPITAL DE LA AMISTAD HOSPITAL DE LA AMISTAD PERÚ COREA SANTA ROSA II-2.",Unidad,1,Contratado,NO,42,"Equipos, accesorios y suministros médicos",20,Productos de medicina nuclear y diagnóstico médico por imágenes,17,"Productos para imágenes de ultrasonido médico, doppler y eco",12,Unidades de ecografía o ecografía de pulso o doppler o ultrasonido médico para uso diagnóstico general,00184705,EQUIPO ELECTRONICO ECOGRAFO - ULTRASONIDO DE USO CLINICO,ULTIMO,650925,hospital,200115,costa no,4,0,,1,1,2021,22377,04,2021_04,171900,26/04/21,1,1306,1,insumos,2,Convocatoria,Otorgamiento de la Buena Pro,22377,22386,9,22396,19,1,2021,3,10,,,3,10,2021,22349,22350,22351,22349,28,28,1,0,6.6666665,8,2,3,1,20,hospital,0,.99941862,171900,12.054668,4,4,3,3,4,10
010204,703207,2120274,20153219118,HOSPITAL NACIONAL HIPOLITO UNANUE,SALUD,LIMA,EL AGUSTINO,LIMA,09/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-4-2021-HNHU-1,ADQUISICIÓN DE SUPLEMENTO NUTRICIONAL DIABÉTICO PARA PACIENTES DIABÉTICOS,Por la Entidad,Soles,100800,100800,1,SUPLEMENTO NUTRICIONAL DIAB¿TICO PARA PACIENTE DIAB¿TICO,Unidad,1440,Contratado,NO,42,"Equipos, accesorios y suministros médicos",23,Nutrición clínica,18,Fórmulas y productos para soporte nutricional,03,Fórmulas suplementarias específicas para enfermedades de adulto,00004166,SUPLEMENTO NUTRICIONAL PARA PACIENTE DIABETICO,ULTIMO,651014,hospital,150111,lima met,9,0,,1,1,2021,22379,04,2021_04,97920,10/05/21,1,132,1,insumos,7,Convocatoria,Otorgamiento de la Buena Pro,22379,22400,21,22410,31,1,2021,1,8,,,1,8,2021,22288,22293,22316,22288,91,91,23,2,5.1999998,8,3,10,1,15,hospital,1,.97142857,68,4.2195077,4,5,1,2,4,2
010481,703223,2120379,20163686105,GOBIERNO REGIONAL DE JUNIN-SALUD,GOBIERNO REGIONAL,JUNIN,EL TAMBO,HUANCAYO,08/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-11-2021-GRJ-DRSJ/OEC-1,ADQUISICION DE IOPROMIDA  370 mg Iodo/mL INY 100 mL PARA EL IREN CENTRO.,Por la Entidad,Soles,272250,272250,1,ADQUISICION DE IOPROMIDA  370 mg Iodo/mL INY 100 mL,Unidad,1815,Contratado,NO,51,Medicamentos y productos farmacéuticos,44,Radiofármacos y medios de contraste,24,"Agentes, medios y trazadores de contraste en base a radiofármacos de yodo para imágenes médicas",27,Iopromida,00197038,IOPROMIDA 300 mg/mL INY 100 mL,ULTIMO,651047,GR - red,120114,sierra c,13,0,1,,1,2021,22378,04,2021_04,259363.5,20/04/21,1,823,1,medicamentos,1,Convocatoria,Otorgamiento de la Buena Pro,22378,22389,11,22390,12,1,2021,3,25,,,3,25,2021,22364,22364,22370,22364,14,14,6,0,8,8,1,1,1,12,GR - red,0,.95266664,142.89999,4.9621449,4,4,3,3,4,12
200551,703264,2120460,20552196725,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,SALUD,LIMA,SAN BORJA,LIMA,08/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-9-2021-INSN-SB-1,ADQUISICIÓN BIANUAL DE BOLSA DE ASPIRACIÓN DE SECRECIONES CON VÁLVULA Y FILTRO ANTIBACTERIANO DE 3L PARA CENTRO QUIRÚRGICO Y ANESTESIOLOGÍA DEL INSTITUTO NACIONAL DE SALUD DEL NIÑO SAN BORJA,Por la Entidad,Soles,139000,139000,1,BOLSA DE ASPIRACIÓN DE SECRECIONES CON VÁLVULA Y FILTRO ANTIBACTERIANO 3 L,Unidad,10000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",27,Productos respiratorios y de reanimación y anestesia,19,Productos para el manejo de las vías respiratorias,07,Productos o accesorios de aspirador respiratorio,00049975,BOLSA DE ASPIRACION DE PVC X 3L CON VALVULA Y FILTRO ANTIBACTERIANO PARA SECRECIONES,ULTIMO,651067,instituto,150130,lima met,10,1,,1,1,2021,22378,04,2021_04,148500,06/05/21,1,1512,1,insumos,7,Convocatoria,Otorgamiento de la Buena Pro,22378,22403,25,22406,28,1,2021,3,19,,,3,19,2021,22358,22344,22354,22358,20,20,10,5,5.0454545,9,,22,1,15,instituto,1,1.0683453,14.85,2.698,4,5,3,3,5,12
010194,703306,2120580,20514964778,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,SALUD,LIMA,SURQUILLO,LIMA,08/04/21,Sin Modalidad,Precios unitarios,Adjudicación Simplificada,AS-SM-11-2020-INEN-3,ADQUISICIÓN DE APÓSITO PARA LA IMPLEMENTACIÓN DE GUÍA TÉCNICA DE LESIONES POR PRESIÓN ¿ APOSITO DE ALGINATO DE CALCIO 10CM X 10CM,Por la Entidad,Soles,45000,45000,1,APOSITO DE ALGINATO DE CALCIO 10CM X 10CM,Unidad,4500,Contratado,NO,42,"Equipos, accesorios y suministros médicos",31,Productos para el cuidado de heridas,24,Productos para rellenar heridas,01,Alginato de calcio para rellenar heridas,00049872,APOSITO DE ALGINATO DE CALCIO 10 cm X 10 cm PARA HERIDAS,ULTIMO,589396,instituto,150141,lima met,10,1,,1,1,2021,22378,04,2021_04,48105,07/06/21,1,1235,1,insumos,7,Convocatoria,Otorgamiento de la Buena Pro,22378,22410,32,22438,60,1,2020,1,20,,,1,20,2020,21934,21937,21962,21934,444,444,25,0,6.6428571,8,,14,1,15,instituto,1,1.069,10.69,2.3693087,4,6,1,2,5,3
200551,703352,2120694,20552196725,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,SALUD,LIMA,SAN BORJA,LIMA,08/04/21,Sin Modalidad,Suma alzada,Licitación Pública,LP-SM-6-2021-INSNSB-1,ADQUISICIÓN ANUAL DE INMUNOGLOBULINA HUMANA NORMAL 10G/100ML 50ML INYECTABLE,Por la Entidad,Soles,975000,975000,1,INMUNOGLOBULINA HUMANA NORMAL 10 g/100 mL INY 50 mL,Unidad,500,Contratado,NO,51,Medicamentos y productos farmacéuticos,20,Medicamentos inmunomoduladores,18,Agentes inmunoestimulantes,06,Gamma IGG o immunoglobulina,00197472,INMUNOGLOBULINA HUMANA NORMAL 10 g/100 mL INY 50 mL,ULTIMO,651186,instituto,150130,lima met,10,1,1,,1,2021,22378,04,2021_04,669950,27/05/21,1,1512,1,medicamentos,3,Convocatoria,Otorgamiento de la Buena Pro,22378,22417,39,22427,49,1,2021,2,27,,,2,27,2021,22338,22341,22351,22338,40,40,10,5,5.0454545,9,,22,7,15,instituto,1,.68712819,1339.9,7.2003503,4,5,3,3,5,9
200551,703364,2120673,20552196725,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,SALUD,LIMA,SAN BORJA,LIMA,08/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-16-2021-INSNSB-1,ADQUISICIÓN DE MICROCATETER 1.5 FR X 1.65M,Por la Entidad,Soles,60000,60000,1,MICROCATETER 1.5 FR X 1.65 cm,Unidad,20,Contratado,NO,42,"Equipos, accesorios y suministros médicos",29,Productos quirúrgicos,54,Suministros quirúrgicos auxiliares,75,Drenaje quirúrgico o set de accesorios,00294341,MICROCATETER 1.5 FR X 1.65 cm,ULTIMO,651174,instituto,150130,lima met,10,1,,1,1,2021,22378,04,2021_04,60000,23/04/21,1,1512,1,insumos,5,Convocatoria,Otorgamiento de la Buena Pro,22378,22392,14,22393,15,1,2021,3,17,,,3,17,2021,22356,22357,22364,22356,22,22,7,5,5.0454545,9,1,22,1,15,instituto,1,1,3000,8.0063677,4,4,3,3,4,11
010219,703371,2120742,20159855938,HOSPITAL NACIONAL VICTOR LARCO HERRERA,SALUD,LIMA,MAGDALENA DEL MAR,LIMA,09/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-2-2020-HNVLH-3,ADQUISICION DE MAMELUCOS DESCARTABLES,Por la Entidad,Soles,85000,85000,1,MAMELUCO DESCARTABLE TALLA L,Unidad,5000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,16,Ropa y artículos relacionados para personal médico,07,Chaquetas o batas para personal médico,00044565,MAMELUCO DESCARTABLE TALLA L,ULTIMO,599085,hospital,150120,lima met,9,1,,1,1,2021,22379,04,2021_04,54500,04/05/21,1,148,1,insumos,4,Convocatoria,Otorgamiento de la Buena Pro,22379,22396,17,22404,25,1,2021,1,4,,,1,4,2021,22284,22294,22313,22284,95,95,19,1,4.5384617,8,11,13,1,15,hospital,1,.64117646,10.9,2.3887627,4,5,1,2,4,1
010219,703371,2120741,20159855938,HOSPITAL NACIONAL VICTOR LARCO HERRERA,SALUD,LIMA,MAGDALENA DEL MAR,LIMA,09/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-2-2020-HNVLH-3,ADQUISICION DE MAMELUCOS DESCARTABLES,Por la Entidad,Soles,68000,68000,2,MAMELUCO DESCARTABLE TALLA XL,Unidad,4000,Desierto,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,16,Ropa y artículos relacionados para personal médico,07,Chaquetas o batas para personal médico,00044567,MAMELUCO DESCARTABLE TALLA XL,NO ULTIMO,599085,hospital,150120,lima met,9,1,,1,1,2021,22379,04,2021_04,,,,148,0,insumos,4,Convocatoria,Otorgamiento de la Buena Pro,22379,22396,,,,0,2021,1,4,,,1,4,2021,22284,22294,22313,22284,95,95,19,1,4.5384617,8,11,13,1,15,hospital,1,,,,4,,1,2,4,1
200062,703434,2120711,20162406052,GOBIERNO REGIONAL DE ICA-HOSPITAL REGIONAL DE ICA,GOBIERNO REGIONAL,ICA,ICA,ICA,08/04/21,Procedimiento,Suma alzada,Contratación Directa,DIRECTA-PROC-14-2021-OEC-RHI-1,ADQUISICIÓN DE SET DE REACTIVOS PARA ANALIZADOR DE GASES ARTERIALES ELECTROLITOS Y METABOLITOS PARA EL HOSPITAL REGIONAL DE ICA,Por la Entidad,Soles,111510,111510,1,SET DE REACTIVOS PARA ANALIZADOR DE GASES ARTERIALES ELECTROLITOS Y METABOLITOS,Unidad,5900,Adjudicado,NO,41,"Equipo de laboratorio, medición, observación y comprobación",11,"Instrumentos de experimentación, medición y observación",58,Accesorios y suministros clínicos y analizadores de diagnóstico,06,Accesorios o suministros de analizadores de gases sanguíneos,00300222,CASETE DE MEDICION PARA ANALIZADOR DE GASES ARTERIALES,ULTIMO,651219,hospital,110101,costa ce,2,1,,1,1,2021,22378,04,2021_04,111510,26/08/21,1,1052,1,insumos,1,Invitación,Adjudicación,22377,22378,1,22518,141,1,2021,2,17,,,2,17,2021,22328,22328,22377,22328,49,49,49,1,3.375,7,,8,5,11,hospital,0,1,18.9,2.939162,4,8,2,4,4,7
200551,703443,2120830,20552196725,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,SALUD,LIMA,SAN BORJA,LIMA,08/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-18-2021-INSNSB-1,ADQUISICIÓN ANUAL DE BOTAS DESCARTABLES PAR,Por la Entidad,Soles,207000,207000,1,BOTA DESCARTABLE PAR (CON TIRAS),Unidad,60000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,16,Ropa y artículos relacionados para personal médico,09,Cubre zapatos para personal médico,00044393,BOTA DESCARTABLE PARA CIRUJANO ANTIDESLIZANTE,ULTIMO,651234,instituto,150130,lima met,10,1,,1,1,2021,22378,04,2021_04,138000,05/05/21,1,1512,1,insumos,6,Convocatoria,Otorgamiento de la Buena Pro,22378,22397,19,22405,27,1,,,,,,,,,,,,,,,,5,5.0454545,9,7,22,1,15,instituto,1,.66666669,2.3,.83290911,4,5,,,4,
200551,703443,2120831,20552196725,INSTITUTO NACIONAL DE SALUD DEL NIÑO - SAN BORJA,SALUD,LIMA,SAN BORJA,LIMA,08/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-18-2021-INSNSB-1,ADQUISICIÓN ANUAL DE BOTAS DESCARTABLES PAR,Por la Entidad,Soles,160600,160600,2,BOTA DESCARTABLE PARA CIRUJANO CUBRE CALZADO PAR (CON EL¿STICO),Unidad,200000,Contratado,NO,42,"Equipos, accesorios y suministros médicos",13,Textiles e Indumentaria médica,16,Ropa y artículos relacionados para personal médico,09,Cubre zapatos para personal médico,00044553,BOTA DESCARTABLE CUBRE CALZADO PARA CIRUJANO TALLA M X 100 UNI,ULTIMO,651234,instituto,150130,lima met,10,1,,1,1,2021,22378,04,2021_04,118000,05/05/21,1,1512,1,insumos,6,Convocatoria,Otorgamiento de la Buena Pro,22378,22397,19,22405,27,1,,,,,,,,,,,,,,,,5,5.0454545,9,7,22,1,15,instituto,1,.73474473,.58999997,-.52763271,4,5,,,4,
010481,703461,2120843,20163686105,GOBIERNO REGIONAL DE JUNIN-SALUD,GOBIERNO REGIONAL,JUNIN,EL TAMBO,HUANCAYO,08/04/21,Sin Modalidad,Suma alzada,Adjudicación Simplificada,AS-SM-12-2021-GRJ-DRSJ/OEC-1,ADQUISICION DE OXIGENO MEDICINAL GAS 99.5% PARA EL IREN CENTRO.,Por la Entidad,Soles,90081.60000000001,90081.60000000001,1,ADQUISICION DE OXIGENO MEDICINAL GAS 99.5%,Unidad,11760,Desierto,NO,42,"Equipos, accesorios y suministros médicos",27,Productos respiratorios y de reanimación y anestesia,17,Sistemas y dispositivos de entrega para terapia de oxígeno,01,Cilindros de gas médicos o dispositivos relacionados,00298985,BALON DE ACERO 9 m3 DE PARA OXIGENO MEDICINAL,NO ULTIMO,651266,GR - red,120114,sierra c,13,0,,1,1,2021,22378,04,2021_04,,,,823,0,insumos,1,Convocatoria,Otorgamiento de la Buena Pro,22378,22390,,,,0,2021,3,25,,,3,25,2021,22364,22364,22370,22364,14,14,6,0,8,8,,1,1,12,GR - red,0,,,,4,,3,3,4,12
